tourney_pk,tourney_id,date_id,tourney_name,surface,draw_size,tourney_level,tourney_spectators,tourney_revenue
2016-W-C10-KAZ-06A-201610201641003Shymkent $10K,2016-W-C10-KAZ-06A-2016,201641003,Shymkent $10K,Clay,32,10,4110,675997.73
2018-W-WITF-PAR-01A-201815201830820Lambare $15K,2018-W-WITF-PAR-01A-2018,201830820,Lambare $15K,Clay,32,15,3159,478555.68
2017-W-FC-2017-WG-M-USA-BLR-01D201741111Fed Cup WG F: USA vs BLR,2017-W-FC-2017-WG-M-USA-BLR-01,201741111,Fed Cup WG F: USA vs BLR,Hard,4,D,541,109168.62
2018-W-WITF-CAN-04A-201860201841029Toronto $60K,2018-W-WITF-CAN-04A-2018,201841029,Toronto $60K,Hard,32,60,3523,812237.19
2018-W-WITF-ITA-36A-201825201841029Santa Margherita Di Pula $25K,2018-W-WITF-ITA-36A-2018,201841029,Santa Margherita Di Pula $25K,Clay,32,25,3031,664290.83
2018-6865C201841022Traralgon CH,2018-6865,201841022,Traralgon CH,Hard,32,C,3290,847702.49
2020-W-ITF-USA-01A-202025202010113W25 Daytona Beach FL,2020-W-ITF-USA-01A-2020,202010113,W25 Daytona Beach FL,Clay,32,25,2332,467974.24
2018-W-WITF-GBR-07A-201825201830730Woking $25K,2018-W-WITF-GBR-07A-2018,201830730,Woking $25K,Hard,32,25,3302,598125.82
2017-W-WITF-TUR-14A-201760201720410Istanbul $60K,2017-W-WITF-TUR-14A-2017,201720410,Istanbul $60K,Hard,32,60,2248,446081.27
2016-W-FC-2016-G1-EPA-D-M-HUN-LAT-01D201610205Fed Cup G1 RR: HUN vs LAT,2016-W-FC-2016-G1-EPA-D-M-HUN-LAT-01,201610205,Fed Cup G1 RR: HUN vs LAT,Hard,2,D,212,40205.92
2017-1796C201710327Saint Brieuc CH,2017-1796,201710327,Saint Brieuc CH,Hard,32,C,3569,810963.69
2020-W-FC-2020-G1-EPA-A-A-M-UKR-CRO-01D202010207Fed Cup G1 RR: UKR vs CRO,2020-W-FC-2020-G1-EPA-A-A-M-UKR-CRO-01,202010207,Fed Cup G1 RR: UKR vs CRO,Hard,2,D,195,38599.89
2016-W-C10-EGY-48A-201610201641212Cairo $10K,2016-W-C10-EGY-48A-2016,201641212,Cairo $10K,Clay,28,10,4442,852645.03
2018-W-WITF-USA-22A-201860201830723Ashland KY $60K,2018-W-WITF-USA-22A-2018,201830723,Ashland KY $60K,Hard,32,60,3039,780146.13
2019-9134C201941111Houston CH,2019-9134,201941111,Houston CH,Hard,64,C,3971,652884.64
2020-W-ITF-USA-03A-202025202010120W25 Vero Beach FL,2020-W-ITF-USA-03A-2020,202010120,W25 Vero Beach FL,Clay,32,25,3299,791293.67
2017-W-WITF-EGY-18A-201715201720626Sharm El Sheikh $15K,2017-W-WITF-EGY-18A-2017,201720626,Sharm El Sheikh $15K,Hard,32,15,2421,413775.88
2016-W-C10-POL-01A-201610201620523Warsaw $10K,2016-W-C10-POL-01A-2016,201620523,Warsaw $10K,Clay,32,10,3256,531890.51
2017-W-FC-2017-G1-AO-B-M-JPN-PHI-01D201710210Fed Cup G1 RR: JPN vs PHI,2017-W-FC-2017-G1-AO-B-M-JPN-PHI-01,201710210,Fed Cup G1 RR: JPN vs PHI,Hard,2,D,257,49567.91
2018-7774C201830813Vancouver CH,2018-7774,201830813,Vancouver CH,Hard,32,C,3260,624873.59
2019-W-ITF-ITA-11A-201960201920603W60 Brescia,2019-W-ITF-ITA-11A-2019,201920603,W60 Brescia,Clay,32,60,2457,546277.24
2018-M-DC-2018-G1-AM-M-CHI-ECU-01D201810202Davis Cup G1 R1: CHI vs ECU,2018-M-DC-2018-G1-AM-M-CHI-ECU-01,201810202,Davis Cup G1 R1: CHI vs ECU,Clay,4,D,356,70575.12
2017-W-WITF-POR-08A-201715201730703Amarante $15K,2017-W-WITF-POR-08A-2017,201730703,Amarante $15K,Hard,32,15,2578,538811.26
2017-W-FC-2017-G2-EPA-A-M-NOR-SLO-01D201720421Fed Cup G2 RR: NOR vs SLO,2017-W-FC-2017-G2-EPA-A-M-NOR-SLO-01,201720421,Fed Cup G2 RR: NOR vs SLO,Hard,2,D,187,36102.5
2019-W-FC-2019-G2-AM-B-A-M-DOM-URU-01D201920417Fed Cup G2 RR: DOM vs URU,2019-W-FC-2019-G2-AM-B-A-M-DOM-URU-01,201920417,Fed Cup G2 RR: DOM vs URU,Hard,2,D,250,50789.41
2018-W-WITF-POR-11A-201825201830723Porto $25K,2018-W-WITF-POR-11A-2018,201830723,Porto $25K,Clay,32,25,2224,377484.8
2016-7561C201630829Bangkok CH,2016-7561,201630829,Bangkok CH,Hard,32,C,1928,345714.04
2017-7557C201730717Gatineau CH,2017-7557,201730717,Gatineau CH,Hard,32,C,3618,854167.96
2017-W-WITF-EGY-04A-201715201710206Sharm El Sheikh $15K,2017-W-WITF-EGY-04A-2017,201710206,Sharm El Sheikh $15K,Hard,32,15,3503,690807.06
2016-W-C10-USA-03A-201610201620606Bethany Beach DE $10K,2016-W-C10-USA-03A-2016,201620606,Bethany Beach DE $10K,Clay,32,10,3102,625139.74
2020-M-DC-2020-WG1-PO-LBN-THA-01D202010306Davis Cup WG1 PO: LBN vs THA,2020-M-DC-2020-WG1-PO-LBN-THA-01,202010306,Davis Cup WG1 PO: LBN vs THA,Clay,4,D,347,69260.7
2019-1052P201920617Birmingham,2019-1052,201920617,Birmingham,Grass,32,P,3046,627108.83
2017-W-WITF-JPN-08A-201725201720605Tokyo $25K,2017-W-WITF-JPN-08A-2017,201720605,Tokyo $25K,Hard,32,25,3684,554662.49
2017-M-DC-2017-G1-EPA-M-BLR-AUT-01D201720407Davis Cup G1 R2: BLR vs AUT,2017-M-DC-2017-G1-EPA-M-BLR-AUT-01,201720407,Davis Cup G1 R2: BLR vs AUT,Hard,4,D,460,88550.7
2016-W-FC-2016-G2-EPA-PPO-DEN-BIH-01D201620416Fed Cup G2 PPO: DEN vs BIH,2016-W-FC-2016-G2-EPA-PPO-DEN-BIH-01,201620416,Fed Cup G2 PPO: DEN vs BIH,Clay,2,D,183,35669.51
2018-0544C201841105Montevideo CH,2018-0544,201841105,Montevideo CH,Clay,32,C,2578,390096.62
2019-9028C201930805Manerbio CH,2019-9028,201930805,Manerbio CH,Clay,64,C,6629,1030720.35
2019-W-ITF-MEX-07A-201915201920415W15 Cancun,2019-W-ITF-MEX-07A-2019,201920415,W15 Cancun,Hard,32,15,2757,460549.88
2017-W-WITF-FRA-14A-201725201720619Montpellier $25K,2017-W-WITF-FRA-14A-2017,201720619,Montpellier $25K,Clay,32,25,3038,660825.67
2017-W-WITF-RSA-03A-201715201741204Stellenbosch $15K,2017-W-WITF-RSA-03A-2017,201741204,Stellenbosch $15K,Hard,32,15,3167,419197.34
2020-W-ITF-EGY-23A-202015202041109W15 Sharm El Sheikh,2020-W-ITF-EGY-23A-2020,202041109,W15 Sharm El Sheikh,Hard,32,15,2808,697631.78
2019-7703C201920401Sophia Antipolis CH,2019-7703,201920401,Sophia Antipolis CH,Clay,64,C,8876,1755899.02
2016-W-FC-2016-G1-EPA-A-M-SWE-UKR-01D201610205Fed Cup G1 RR: SWE vs UKR,2016-W-FC-2016-G1-EPA-A-M-SWE-UKR-01,201610205,Fed Cup G1 RR: SWE vs UKR,Hard,2,D,162,31260.78
2019-2004C201930729Karlsruhe,2019-2004,201930729,Karlsruhe,Clay,32,C,2990,587901.14
2018-W-WITF-GBR-10A-201825201841105Shrewsbury $25K,2018-W-WITF-GBR-10A-2018,201841105,Shrewsbury $25K,Hard,32,25,3315,647949.22
2017-W-FC-2017-G2-AM-A-M-URU-CUB-01D201730719Fed Cup G2 RR: URU vs CUB,2017-W-FC-2017-G2-AM-A-M-URU-CUB-01,201730719,Fed Cup G2 RR: URU vs CUB,,2,D,223,48470.66
2020-W-FC-2020-G2-AO-B-A-M-SGP-NZL-01D202010207Fed Cup G2 RR: SGP vs NZL,2020-W-FC-2020-G2-AO-B-A-M-SGP-NZL-01,202010207,Fed Cup G2 RR: SGP vs NZL,Hard,2,D,153,30112.95
2016-W-C10-ESP-17A-201610201641107Vinaros $10K,2016-W-C10-ESP-17A-2016,201641107,Vinaros $10K,Clay,32,10,3214,693299.75
2018-W-WITF-SUI-03A-201815201820625Verbier $15K,2018-W-WITF-SUI-03A-2018,201820625,Verbier $15K,Clay,32,15,4309,845076.56
2019-6590C201930916Sibiu CH,2019-6590,201930916,Sibiu CH,Clay,64,C,6724,1008994.3
2019-W-ITF-USA-43A-201960201941104W60 Las Vegas NV,2019-W-ITF-USA-43A-2019,201941104,W60 Las Vegas NV,Hard,32,60,3379,829192.33
2017-W-WITF-COL-01A-201715201741030Pereira $15K,2017-W-WITF-COL-01A-2017,201741030,Pereira $15K,Clay,32,15,2287,410885.31
2016-0496A201610215Marseille,2016-0496,201610215,Marseille,Hard,32,A,2735,543943.36
2018-W-WITF-CHN-02A-201860201810312Shenzhen $60K,2018-W-WITF-CHN-02A-2018,201810312,Shenzhen $60K,Hard,32,60,3599,821889.36
2018-W-WITF-ITA-29A-201825201830910Santa Margherita Di Pula $25K,2018-W-WITF-ITA-29A-2018,201830910,Santa Margherita Di Pula $25K,Clay,32,25,4397,1140555.12
2019-W-ITF-FRA-18A-201925201920624W25 Perigueux,2019-W-ITF-FRA-18A-2019,201920624,W25 Perigueux,Clay,32,25,2753,473015.77
2016-W-C10-SRB-02A-201610201630711Prokuplje $10K,2016-W-C10-SRB-02A-2016,201630711,Prokuplje $10K,Clay,32,10,3025,655820.71
2016-W-C25-UZB-03A-201625201620530Namangan $25K,2016-W-C25-UZB-03A-2016,201620530,Namangan $25K,Hard,32,25,2949,611579.75
2020-6932A202010217Rio De Janeiro,2020-6932,202010217,Rio De Janeiro,Clay,32,A,3161,578817.55
2019-W-ITF-KEN-03A-201915201930805W15 Nairobi,2019-W-ITF-KEN-03A-2019,201930805,W15 Nairobi,Hard,32,15,2949,488451.08
2017-W-WITF-BRA-02A-201725201710306Sao Paulo $25K,2017-W-WITF-BRA-02A-2017,201710306,Sao Paulo $25K,Clay,32,25,3703,707565.78
2017-0603C201720619Fergana CH,2017-0603,201720619,Fergana CH,Hard,32,C,3434,568582.24
2017-W-FC-2017-WG-PO-NED-SVK-01D201720422Fed Cup WG R1: NED vs SVK,2017-W-FC-2017-WG-PO-NED-SVK-01,201720422,Fed Cup WG R1: NED vs SVK,Clay,4,D,388,79347.98
2016-W-FC-2016-G1-AO-A-M-UZB-IND-01D201610205Fed Cup G1 RR: UZB vs IND,2016-W-FC-2016-G1-AO-A-M-UZB-IND-01,201610205,Fed Cup G1 RR: UZB vs IND,Hard,2,D,232,46204.72
2020-M-DC-2020-WG1-PO-TUR-ISR-01D202010306Davis Cup WG1 PO: TUR vs ISR,2020-M-DC-2020-WG1-PO-TUR-ISR-01,202010306,Davis Cup WG1 PO: TUR vs ISR,Clay,4,D,340,75004.7
2018-7540C201830709Bastad CH,2018-7540,201830709,Bastad CH,Clay,32,C,3010,611651.26
2018-3463C201820625Milan CH,2018-3463,201820625,Milan CH,Clay,32,C,2478,374359.81
2016-M-DC-2016-WG-PO-GER-POL-01D201630916Davis Cup WG PO: GER vs POL,2016-M-DC-2016-WG-PO-GER-POL-01,201630916,Davis Cup WG PO: GER vs POL,Clay,4,D,405,82941.55
2016-W-C10-NED-03A-201610201630704Amstelveen $10K,2016-W-C10-NED-03A-2016,201630704,Amstelveen $10K,Clay,32,10,2946,619386.77
2017-W-WITF-ISR-03A-201715201720619Herzlia $15K,2017-W-WITF-ISR-03A-2017,201720619,Herzlia $15K,Hard,32,15,2775,601265.1
2016-W-C10-NOR-02A-201610201641031Oslo $10K,2016-W-C10-NOR-02A-2016,201641031,Oslo $10K,Hard,32,10,3225,591859.8
2017-W-WITF-GER-12A-201725201730731Bad Saulgau $25K,2017-W-WITF-GER-12A-2017,201730731,Bad Saulgau $25K,Clay,32,25,1709,352670.46
2017-W-WITF-FRA-23A-201725201730925Clermont Ferrand $25K,2017-W-WITF-FRA-23A-2017,201730925,Clermont Ferrand $25K,Hard,32,25,3131,758698.65
2017-W-WITF-TUR-16A-201715201720424Antalya $15K,2017-W-WITF-TUR-16A-2017,201720424,Antalya $15K,Clay,32,15,4727,1021341.27
2016-W-C10-EGY-44A-201610201641114Sharm El Sheikh $10K,2016-W-C10-EGY-44A-2016,201641114,Sharm El Sheikh $10K,Hard,32,10,2360,388631.87
2016-W-C10-TUN-08A-201610201610229Hammamet $10K,2016-W-C10-TUN-08A-2016,201610229,Hammamet $10K,Clay,32,10,2905,663329.71
2018-M-DC-2018-G2-EPA-M-TUR-ZIM-01D201810203Davis Cup G2 R1: TUR vs ZIM,2018-M-DC-2018-G2-EPA-M-TUR-ZIM-01,201810203,Davis Cup G2 R1: TUR vs ZIM,Hard,4,D,373,69994.6
2016-W-FC-2016-G1-AM-B-M-ARG-ECU-01D201610203Fed Cup G1 RR: ARG vs ECU,2016-W-FC-2016-G1-AM-B-M-ARG-ECU-01,201610203,Fed Cup G1 RR: ARG vs ECU,Clay,2,D,174,34869.0
2017-W-WITF-BEL-05A-201715201730821Wanfercee Baulet $15K,2017-W-WITF-BEL-05A-2017,201730821,Wanfercee Baulet $15K,Clay,32,15,3547,557904.12
2017-W-FC-2017-G1-EPA-C-M-TUR-LAT-01D201710210Fed Cup G1 RR: TUR vs LAT,2017-W-FC-2017-G1-EPA-C-M-TUR-LAT-01,201710210,Fed Cup G1 RR: TUR vs LAT,Hard,2,D,222,44996.01
2016-W-C10-CZE-01A-201610201620613Prerov $10K,2016-W-C10-CZE-01A-2016,201620613,Prerov $10K,Clay,32,10,3116,572205.81
2016-W-FC-2016-G2-AO-B-M-MAS-SRI-01D201620413Fed Cup G2 RR: MAS vs SRI,2016-W-FC-2016-G2-AO-B-M-MAS-SRI-01,201620413,Fed Cup G2 RR: MAS vs SRI,Hard,2,D,198,39500.78
2020-8312C202041130Maia CH,2020-8312,202041130,Maia CH,Clay,32,C,2637,425844.39
2020-M004I202010224Acapulco,2020-M004,202010224,Acapulco,Hard,32,I,3391,829870.04
2018-W-WITF-GER-12A-201825201830730Bad Saulgau $25K,2018-W-WITF-GER-12A-2018,201830730,Bad Saulgau $25K,Clay,32,25,3827,854874.77
2018-9120C201830903Cassis CH,2018-9120,201830903,Cassis CH,Hard,32,C,3899,829404.65
2019-W-ITF-EGY-12A-201915201920408W15 Sharm El Sheikh,2019-W-ITF-EGY-12A-2019,201920408,W15 Sharm El Sheikh,Hard,32,15,3671,682901.52
2019-W-ITF-EGY-20A-201915201941202W15 Cairo,2019-W-ITF-EGY-20A-2019,201941202,W15 Cairo,Clay,32,15,3891,885863.35
2019-W-ITF-FIN-01A-201915201930722W15 Tampere,2019-W-ITF-FIN-01A-2019,201930722,W15 Tampere,Hard,32,15,3394,807527.64
2019-W-ITF-TUN-49A-201915201941202W15 Monastir,2019-W-ITF-TUN-49A-2019,201941202,W15 Monastir,Hard,32,15,3736,599869.59
2016-W-C25-KAZ-01A-201625201630725Astana $25K,2016-W-C25-KAZ-01A-2016,201630725,Astana $25K,Hard,32,25,3211,615765.99
2017-W-WITF-TUN-02A-201715201710116Hammamet $15K,2017-W-WITF-TUN-02A-2017,201710116,Hammamet $15K,Clay,32,15,2183,364376.47
2017-W-WITF-SVK-01A-201715201710206Trnava $15K,2017-W-WITF-SVK-01A-2017,201710206,Trnava $15K,Hard,32,15,1662,350109.56
2016-W-C50-USA-05A-201650201630711Stockton CA $50K,2016-W-C50-USA-05A-2016,201630711,Stockton CA $50K,Hard,32,50,2593,495514.57
2020-M-DC-2020-WG2-PO-PHI-GRE-01D202010306Davis Cup WG2 PO: PHI vs GRE,2020-M-DC-2020-WG2-PO-PHI-GRE-01,202010306,Davis Cup WG2 PO: PHI vs GRE,Clay,4,D,375,76879.74
2018-W-WITF-ITA-26A-201815201830813Cuneo $15K,2018-W-WITF-ITA-26A-2018,201830813,Cuneo $15K,Clay,32,15,2550,454273.09
2017-W-WITF-EGY-29A-201715201741009Sharm El Sheikh $15K,2017-W-WITF-EGY-29A-2017,201741009,Sharm El Sheikh $15K,Hard,32,15,4010,845819.0
2017-W-WITF-CZE-09A-201715201741127Milovice $15K,2017-W-WITF-CZE-09A-2017,201741127,Milovice $15K,Hard,32,15,3054,587209.55
2018-W-FC-2018-G1-AO-A-M-IND-HKG-01D201810209Fed Cup G1 RR: IND vs HKG,2018-W-FC-2018-G1-AO-A-M-IND-HKG-01,201810209,Fed Cup G1 RR: IND vs HKG,Hard,2,D,207,42241.24
2016-W-C10-CRO-01A-201610201620425Tucepi $10K,2016-W-C10-CRO-01A-2016,201620425,Tucepi $10K,Clay,32,10,2374,483264.89
2019-W-FC-2019-WG-M-FRA-AUS-01D201941109Fed Cup WG F: FRA vs AUS,2019-W-FC-2019-WG-M-FRA-AUS-01,201941109,Fed Cup WG F: FRA vs AUS,Hard,4,D,401,83523.75
2018-M021PM201820507Madrid,2018-M021,201820507,Madrid,Clay,64,PM,8052,1787950.47
2017-W-FC-2017-G1-AM-B-M-BRA-MEX-01D201710210Fed Cup G1 RR: BRA vs MEX,2017-W-FC-2017-G1-AM-B-M-BRA-MEX-01,201710210,Fed Cup G1 RR: BRA vs MEX,Hard,2,D,156,30265.03
2016-0407A201610208Rotterdam,2016-0407,201610208,Rotterdam,Hard,32,A,2882,675437.81
2018-W-WITF-RUS-07A-201815201830820Moscow $15K,2018-W-WITF-RUS-07A-2018,201830820,Moscow $15K,Clay,32,15,3098,482197.33
2017-0496A201710220Marseille,2017-0496,201710220,Marseille,Hard,32,A,3589,828829.67
2016-W-C75-USA-03A-201675201620502Indian Harbour Beach FL $75K,2016-W-C75-USA-03A-2016,201620502,Indian Harbour Beach FL $75K,Clay,32,75,3180,624334.74
2016-W-C25-ITA-08A-201625201641003Santa Margherita Di Pula $25K,2016-W-C25-ITA-08A-2016,201641003,Santa Margherita Di Pula $25K,Clay,32,25,3526,532551.92
2017-M-DC-2017-G1-EPA-M-POR-UKR-01D201720407Davis Cup G1 R2: POR vs UKR,2017-M-DC-2017-G1-EPA-M-POR-UKR-01,201720407,Davis Cup G1 R2: POR vs UKR,Clay,4,D,419,82879.27
2018-0425A201820423Barcelona,2018-0425,201820423,Barcelona,Clay,64,A,5612,1082305.46
2017-W-WITF-USA-32A-201760201730925Templeton CA $60K,2017-W-WITF-USA-32A-2017,201730925,Templeton CA $60K,Hard,32,60,3084,442088.98
2016-W-FC-2016-WG2-M-CAN-BLR-01D201610206Fed Cup WG2 R1: CAN vs BLR,2016-W-FC-2016-WG2-M-CAN-BLR-01,201610206,Fed Cup WG2 R1: CAN vs BLR,Hard,4,D,479,96235.48
2016-W-C10-FRA-05A-201610201610307Amiens $10K,2016-W-C10-FRA-05A-2016,201610307,Amiens $10K,Clay,32,10,3725,547581.3
2016-W-C25-USA-09A-201625201620404Jackson MS $25K,2016-W-C25-USA-09A-2016,201620404,Jackson MS $25K,Clay,32,25,3575,654284.31
2019-7434A201910204Sofia,2019-7434,201910204,Sofia,Hard,32,A,4409,924807.77
2016-W-C25-USA-15A-201625201641003Redding CA $25K,2016-W-C25-USA-15A-2016,201641003,Redding CA $25K,Hard,32,25,3623,645735.75
2016-W-C25-BUL-02A-201625201630912Dobrich $25K,2016-W-C25-BUL-02A-2016,201630912,Dobrich $25K,Clay,32,25,3706,729287.24
2018-0329A201841001Tokyo,2018-0329,201841001,Tokyo,Hard,32,A,4174,738131.2
2016-W-FC-2016-G1-EPA-C-M-TUR-EST-01D201610205Fed Cup G1 RR: TUR vs EST,2016-W-FC-2016-G1-EPA-C-M-TUR-EST-01,201610205,Fed Cup G1 RR: TUR vs EST,Hard,2,D,200,41104.07
2019-W-ITF-EGY-24A-201915201941014W15 Sharm El Sheikh,2019-W-ITF-EGY-24A-2019,201941014,W15 Sharm El Sheikh,Hard,32,15,3607,881978.97
2016-M015A201641003Beijing,2016-M015,201641003,Beijing,Hard,32,A,4548,1072766.49
2021-9152C202120412Orlando CH,2021-9152,202120412,Orlando CH,Hard,32,C,2296,419987.58
2016-W-C10-HKG-02A-201610201630718Hong Kong $10K,2016-W-C10-HKG-02A-2016,201630718,Hong Kong $10K,Hard,32,10,2484,524672.21
2017-W-WITF-AUS-09A-201725201730918Penrith $25K,2017-W-WITF-AUS-09A-2017,201730918,Penrith $25K,Hard,32,25,3190,565595.04
2017-W-WITF-ESP-09A-201760201720612Barcelona $60K,2017-W-WITF-ESP-09A-2017,201720612,Barcelona $60K,Clay,32,60,3424,737065.07
2016-W-C10-ITA-04A-201610201620425Santa Margherita Di Pula $10K,2016-W-C10-ITA-04A-2016,201620425,Santa Margherita Di Pula $10K,Clay,32,10,3414,554905.77
2019-0718P201910218Dubai,2019-0718,201910218,Dubai,Hard,64,P,4453,934864.7
2016-W-FC-2016-WG-M-CZE-SUI-01D201620416Fed Cup WG SF: CZE vs SUI,2016-W-FC-2016-WG-M-CZE-SUI-01,201620416,Fed Cup WG SF: CZE vs SUI,Hard,4,D,384,81394.56
2018-3824C201820514Bordeaux CH,2018-3824,201820514,Bordeaux CH,Clay,32,C,3682,662833.85
2018-1056P201830917Tokyo,2018-1056,201830917,Tokyo,Hard,32,P,2182,349471.23
2016-W-C100-FRA-04A-2016100201630912Biarritz $100K,2016-W-C100-FRA-04A-2016,201630912,Biarritz $100K,Clay,32,100,3277,640088.84
2021-8285C202110301Nur-Sultan 2 CH,2021-8285,202110301,Nur-Sultan 2 CH,Hard,32,C,2430,437919.97
2016-0321A201620606Stuttgart,2016-0321,201620606,Stuttgart,Grass,32,A,2350,483768.85
2016-7163A201620425Istanbul,2016-7163,201620425,Istanbul,Clay,32,A,3993,804362.52
2019-W-ITF-ISR-06A-201925201930826W25 Kiryat Shmona,2019-W-ITF-ISR-06A-2019,201930826,W25 Kiryat Shmona,Hard,32,25,2645,484917.43
2021-9505C202120524Oeiras 4 CH,2021-9505,202120524,Oeiras 4 CH,Clay,32,C,3241,487735.63
2021-2047W202130823Chicago,2021-2047,202130823,Chicago,Hard,32,W,3292,689094.41
2021-9533C202130712Nur-Sultan CH,2021-9533,202130712,Nur-Sultan CH,Hard,32,C,3415,646719.76
2019-0319A201930729Kitzbuhel,2019-0319,201930729,Kitzbuhel,Clay,32,A,3611,624969.91
2016-1003P201610222Doha,2016-1003,201610222,Doha,Hard,64,P,7746,857914.63
2020-W-FC-2020-G2-EPA-A-M-ISR-TUN-01D202010205Fed Cup G2 RR: ISR vs TUN,2020-W-FC-2020-G2-EPA-A-M-ISR-TUN-01,202010205,Fed Cup G2 RR: ISR vs TUN,Hard,2,D,189,38420.93
2019-W-ITF-TUN-22A-201915201920527W15 Tabarka,2019-W-ITF-TUN-22A-2019,201920527,W15 Tabarka,Clay,32,15,3143,469988.73
2019-W-ITF-USA-23A-201960201930722W60 Ashland KY,2019-W-ITF-USA-23A-2019,201930722,W60 Ashland KY,Hard,32,60,2995,711425.98
2017-W-WITF-KAZ-02B-201715201720410Shymkent $15K,2017-W-WITF-KAZ-02B-2017,201720410,Shymkent $15K,Clay,32,15,3189,762996.55
2021-W-ITF-RSA-02A-202125202110215W25 Potchefstroom,2021-W-ITF-RSA-02A-2021,202110215,W25 Potchefstroom,Hard,32,25,3409,776299.73
2020-W-ITF-EGY-02A-202015202010120W15 Cairo,2020-W-ITF-EGY-02A-2020,202010120,W15 Cairo,Clay,32,15,2054,420502.1
2019-W-ITF-TUR-07A-201915201910225W15 Antalya,2019-W-ITF-TUR-07A-2019,201910225,W15 Antalya,Clay,32,15,3149,523691.32
2018-M-DC-2018-WG-M-ESP-GER-01D201820406Davis Cup WG QF: ESP vs GER,2018-M-DC-2018-WG-M-ESP-GER-01,201820406,Davis Cup WG QF: ESP vs GER,Clay,4,D,412,80260.55
2019-M-DC-2019-FLS-A-M-SRB-JPN-01D201941120Davis Cup Finals RR: SRB vs JPN,2019-M-DC-2019-FLS-A-M-SRB-JPN-01,201941120,Davis Cup Finals RR: SRB vs JPN,Hard,4,D,347,71870.46
2016-W-C10-USA-01A-201610201610307Weston FL $10K,2016-W-C10-USA-01A-2016,201610307,Weston FL $10K,Clay,32,10,2985,616142.21
2016-W-C10-ITA-07B-201610201641024Santa Margherita Di Pula $10K,2016-W-C10-ITA-07B-2016,201641024,Santa Margherita Di Pula $10K,Clay,32,10,2643,646954.99
2019-5014M201941007Shanghai Masters,2019-5014,201941007,Shanghai Masters,Hard,64,M,7091,1673300.47
2018-M009P201820514Rome,2018-M009,201820514,Rome,Clay,64,P,8346,1618264.0
2018-6579C201841022Lima CH,2018-6579,201841022,Lima CH,Clay,32,C,3413,622968.32
2018-W-WITF-NOR-01A-201815201830723Sandelfjord $15K,2018-W-WITF-NOR-01A-2018,201830723,Sandelfjord $15K,Clay,32,15,3985,770548.18
2018-M-DC-2018-WG-PO-SRB-IND-01D201830914Davis Cup WG PO: SRB vs IND,2018-M-DC-2018-WG-PO-SRB-IND-01,201830914,Davis Cup WG PO: SRB vs IND,Clay,4,D,441,89799.77
2016-W-FC-2016-G1-EPA-REL-RSA-HUN-01D201610206Fed Cup G1 REL: RSA vs HUN,2016-W-FC-2016-G1-EPA-REL-RSA-HUN-01,201610206,Fed Cup G1 REL: RSA vs HUN,Hard,2,D,229,43962.38
2018-W-FC-2018-G1-AO-A-M-KAZ-CHN-01D201810209Fed Cup G1 RR: KAZ vs CHN,2018-W-FC-2018-G1-AO-A-M-KAZ-CHN-01,201810209,Fed Cup G1 RR: KAZ vs CHN,Hard,2,D,229,44659.89
2021-9158A202110222Cordoba,2021-9158,202110222,Cordoba,Clay,32,A,3247,677428.88
2020-9351C202030824Trieste CH,2020-9351,202030824,Trieste CH,Clay,32,C,4851,1233330.01
2019-6490C201930916Kaohsiung CH,2019-6490,201930916,Kaohsiung CH,Hard,64,C,7113,1167361.28
2017-0656I201730911Quebec City,2017-0656,201730911,Quebec City,Hard,32,I,3765,702034.11
2021-W-ITF-UKR-01A-202125202130719W25 Kyiv,2021-W-ITF-UKR-01A-2021,202130719,W25 Kyiv,Clay,32,25,3917,789459.73
2017-W-FC-2017-G2-AO-D-M-INA-KGZ-01D201730720Fed Cup G2 RR: INA vs KGZ,2017-W-FC-2017-G2-AO-D-M-INA-KGZ-01,201730720,Fed Cup G2 RR: INA vs KGZ,Hard,2,D,262,56703.45
2019-W-ITF-PER-02A-201915201930715W15 Lima,2019-W-ITF-PER-02A-2019,201930715,W15 Lima,Clay,32,15,2979,629277.17
2018-W-FC-2018-WG-M-BEL-FRA-01D201810210Fed Cup WG R1: BEL vs FRA,2018-W-FC-2018-WG-M-BEL-FRA-01,201810210,Fed Cup WG R1: BEL vs FRA,Hard,4,D,451,89169.92
2018-W-WITF-SUI-01A-201825201820416Chiasso $25K,2018-W-WITF-SUI-01A-2018,201820416,Chiasso $25K,Clay,32,25,2757,497866.74
2021-9432C202110131Antalya 2 CH,2021-9432,202110131,Antalya 2 CH,Clay,32,C,3257,600666.51
2016-W-C10-CRO-03A-201610201620509Bol $10K,2016-W-C10-CRO-03A-2016,201620509,Bol $10K,Clay,32,10,4473,623661.57
2016-W-C10-ITA-02A-201610201620411Santa Margherita Di Pula $10K,2016-W-C10-ITA-02A-2016,201620411,Santa Margherita Di Pula $10K,Clay,32,10,2012,375861.73
2017-W-WITF-TUR-39A-201715201741106Antalya $15K,2017-W-WITF-TUR-39A-2017,201741106,Antalya $15K,Clay,32,15,3393,878952.09
2016-W-C10-ITA-06B-201610201641017Santa Margherita Di Pula $10K,2016-W-C10-ITA-06B-2016,201641017,Santa Margherita Di Pula $10K,Clay,32,10,2671,480644.78
2016-1050I201610111Hobart,2016-1050,201610111,Hobart,Hard,32,I,3750,741026.17
