workclass,education
Local-gov,Doctorate
Self-emp-not-inc,Bachelors
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Assoc-voc
Local-gov,Masters
Self-emp-inc,Bachelors
Private,Some-college
State-gov,Bachelors
Private,Bachelors
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,10th
Private,Some-college
Private,HS-grad
Self-emp-inc,Bachelors
Private,11th
Private,HS-grad
Private,Some-college
Self-emp-not-inc,5th-6th
Private,Assoc-voc
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,1st-4th
Local-gov,Assoc-voc
Private,10th
Private,Bachelors
State-gov,Masters
State-gov,Some-college
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,HS-grad
Private,10th
Private,11th
Private,HS-grad
Private,HS-grad
Private,Assoc-acdm
Private,Bachelors
Federal-gov,HS-grad
Federal-gov,HS-grad
Private,Some-college
?,Masters
Private,HS-grad
Private,Some-college
?,HS-grad
Private,HS-grad
Private,11th
Private,Assoc-voc
Self-emp-not-inc,Assoc-voc
Local-gov,HS-grad
Local-gov,Bachelors
Federal-gov,Bachelors
Local-gov,HS-grad
Private,HS-grad
Private,10th
Private,HS-grad
Private,HS-grad
Private,Doctorate
?,Some-college
Self-emp-inc,Prof-school
Self-emp-not-inc,Bachelors
Private,HS-grad
Federal-gov,Assoc-voc
Private,Bachelors
Private,Some-college
?,Some-college
Local-gov,Bachelors
Federal-gov,Bachelors
Private,Some-college
Local-gov,Bachelors
Private,Some-college
Private,Masters
Private,Assoc-voc
Private,Some-college
Private,Some-college
Private,HS-grad
Self-emp-not-inc,Bachelors
?,Masters
State-gov,Bachelors
Private,11th
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,Some-college
Private,HS-grad
Private,12th
Private,Bachelors
Private,Some-college
Private,Some-college
Private,Some-college
?,Doctorate
Local-gov,HS-grad
Private,Some-college
Private,HS-grad
State-gov,HS-grad
Private,Bachelors
Self-emp-not-inc,Bachelors
Private,HS-grad
Self-emp-not-inc,Bachelors
Private,HS-grad
Self-emp-inc,Bachelors
Private,HS-grad
Local-gov,HS-grad
Local-gov,Bachelors
Private,Some-college
Private,Some-college
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,11th
?,HS-grad
Private,11th
Private,10th
Private,Bachelors
Private,Assoc-acdm
Private,Some-college
Private,Assoc-acdm
Private,Bachelors
Self-emp-not-inc,Bachelors
Private,Some-college
Private,7th-8th
Self-emp-not-inc,HS-grad
Private,Some-college
?,HS-grad
Private,Assoc-voc
Private,Masters
Self-emp-not-inc,Bachelors
?,HS-grad
Self-emp-not-inc,HS-grad
Local-gov,HS-grad
Self-emp-not-inc,11th
Private,HS-grad
Private,HS-grad
Local-gov,Masters
Private,HS-grad
Self-emp-not-inc,Assoc-voc
Private,Assoc-acdm
Private,HS-grad
Private,HS-grad
Private,11th
Private,Some-college
State-gov,Bachelors
Private,HS-grad
Private,Bachelors
Local-gov,Bachelors
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,Bachelors
Private,Assoc-voc
Private,Bachelors
Private,HS-grad
Private,Some-college
Private,Masters
Self-emp-not-inc,HS-grad
Self-emp-not-inc,Some-college
Self-emp-inc,Bachelors
Private,Assoc-acdm
Private,HS-grad
Private,12th
Private,Bachelors
?,Some-college
Private,Assoc-voc
Local-gov,HS-grad
Private,Assoc-voc
Private,11th
Self-emp-inc,Assoc-voc
Federal-gov,HS-grad
Private,HS-grad
Self-emp-not-inc,Some-college
Private,10th
?,11th
Self-emp-inc,12th
Private,9th
Private,Bachelors
Private,HS-grad
Self-emp-inc,Assoc-voc
Private,Bachelors
Private,Bachelors
?,Assoc-voc
Private,HS-grad
Private,Bachelors
Private,Bachelors
Federal-gov,Some-college
Private,Assoc-voc
Federal-gov,HS-grad
Private,10th
Local-gov,Some-college
Private,12th
Private,HS-grad
Self-emp-not-inc,HS-grad
Federal-gov,Some-college
Private,Some-college
Private,Some-college
Private,HS-grad
Private,Doctorate
Private,Assoc-voc
Private,HS-grad
Private,Bachelors
Private,Masters
Private,HS-grad
?,Some-college
Private,HS-grad
Private,Some-college
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Bachelors
State-gov,Assoc-acdm
Private,Some-college
State-gov,12th
Private,Bachelors
Private,Bachelors
Private,HS-grad
Private,Some-college
Private,Masters
Private,HS-grad
Private,Assoc-acdm
Local-gov,Assoc-voc
Private,Bachelors
Self-emp-not-inc,Some-college
Local-gov,Bachelors
State-gov,Masters
Private,12th
Private,HS-grad
Private,Bachelors
State-gov,Bachelors
Private,HS-grad
Private,HS-grad
Private,5th-6th
Local-gov,Bachelors
Private,Bachelors
Private,Some-college
Private,5th-6th
Private,HS-grad
Self-emp-inc,Some-college
Private,HS-grad
?,HS-grad
Private,Some-college
Private,Some-college
Private,Some-college
Self-emp-inc,Some-college
Private,Some-college
Private,Some-college
Private,Bachelors
Private,Some-college
Private,Assoc-acdm
Private,HS-grad
State-gov,Prof-school
Private,Masters
Private,9th
Private,Some-college
Local-gov,HS-grad
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,Bachelors
Private,Bachelors
Self-emp-inc,Some-college
Local-gov,7th-8th
Private,9th
Private,HS-grad
State-gov,HS-grad
Private,HS-grad
Local-gov,HS-grad
Private,Some-college
Private,HS-grad
Self-emp-not-inc,HS-grad
Self-emp-not-inc,HS-grad
Private,Some-college
Private,Masters
?,10th
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Masters
State-gov,Some-college
Private,Bachelors
Federal-gov,Bachelors
Private,9th
Private,7th-8th
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,11th
?,Some-college
Private,Some-college
?,HS-grad
?,Some-college
Private,HS-grad
Private,Assoc-acdm
Private,Assoc-acdm
Private,Masters
Private,Some-college
?,Some-college
Private,10th
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Assoc-acdm
Private,9th
State-gov,Bachelors
Private,12th
Private,Some-college
Private,Some-college
Local-gov,HS-grad
State-gov,Bachelors
Private,HS-grad
?,11th
Federal-gov,Some-college
Private,Some-college
Private,HS-grad
Self-emp-inc,Bachelors
Private,5th-6th
?,Masters
Private,Bachelors
Private,HS-grad
Self-emp-inc,Bachelors
Self-emp-not-inc,HS-grad
Private,Some-college
Private,Some-college
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,HS-grad
Federal-gov,Some-college
Private,12th
Federal-gov,Bachelors
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,Bachelors
Local-gov,HS-grad
Private,HS-grad
Self-emp-inc,Some-college
Federal-gov,Some-college
Private,Assoc-voc
?,Bachelors
?,Bachelors
Private,11th
Private,5th-6th
?,Assoc-voc
Private,Masters
Private,HS-grad
Private,Bachelors
State-gov,Bachelors
Private,HS-grad
Private,Assoc-acdm
Private,Some-college
Local-gov,Bachelors
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,Some-college
Private,HS-grad
Private,Bachelors
Private,Some-college
Private,HS-grad
Private,7th-8th
Self-emp-not-inc,Bachelors
Private,Some-college
Private,HS-grad
Self-emp-not-inc,Prof-school
Private,Bachelors
Private,Some-college
Local-gov,Bachelors
Private,HS-grad
Private,10th
Private,9th
Private,Some-college
Self-emp-not-inc,HS-grad
Private,Some-college
Private,Some-college
State-gov,Bachelors
Private,Bachelors
Private,Some-college
Local-gov,Some-college
?,Bachelors
Private,HS-grad
Local-gov,Assoc-voc
Private,7th-8th
Local-gov,Masters
Private,Some-college
Private,Some-college
Private,HS-grad
Private,Masters
?,10th
Self-emp-not-inc,Assoc-acdm
Federal-gov,HS-grad
?,7th-8th
Private,HS-grad
Private,HS-grad
Private,Some-college
Federal-gov,HS-grad
Private,HS-grad
Private,10th
Private,Some-college
Local-gov,Bachelors
Private,Some-college
Self-emp-not-inc,HS-grad
Private,Some-college
Private,Some-college
Local-gov,Assoc-voc
Private,HS-grad
Private,HS-grad
Private,Bachelors
Self-emp-not-inc,HS-grad
Federal-gov,HS-grad
Private,Some-college
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,Assoc-acdm
Private,12th
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,Some-college
Private,Some-college
Self-emp-not-inc,Some-college
Private,Masters
Private,HS-grad
Private,Some-college
Private,Some-college
Private,HS-grad
?,9th
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,HS-grad
Local-gov,HS-grad
Private,Some-college
Private,HS-grad
Private,Prof-school
Private,9th
Private,HS-grad
Private,Bachelors
Private,Some-college
Private,Some-college
?,10th
Private,HS-grad
Private,HS-grad
Private,10th
Private,Some-college
Private,Assoc-voc
Local-gov,Bachelors
Private,Bachelors
?,Some-college
Private,Some-college
Private,Some-college
?,Some-college
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,11th
Private,HS-grad
Private,Assoc-voc
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,Some-college
State-gov,Bachelors
State-gov,Some-college
?,HS-grad
Private,Some-college
Private,11th
Self-emp-not-inc,Bachelors
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Some-college
?,HS-grad
Local-gov,Masters
Self-emp-not-inc,Some-college
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,Masters
Private,HS-grad
Private,11th
Private,Bachelors
Private,HS-grad
Private,HS-grad
State-gov,Some-college
Private,Bachelors
Private,HS-grad
Private,Masters
Private,Some-college
Private,Bachelors
Local-gov,Assoc-voc
Local-gov,Assoc-acdm
Private,HS-grad
Private,Bachelors
Private,9th
Federal-gov,Some-college
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,HS-grad
Private,11th
Self-emp-not-inc,HS-grad
Local-gov,Masters
Private,Some-college
Private,HS-grad
Self-emp-not-inc,Some-college
Local-gov,HS-grad
Local-gov,HS-grad
Private,10th
Private,Some-college
Private,11th
Private,Bachelors
Private,Some-college
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,Some-college
Private,Bachelors
Private,9th
Self-emp-not-inc,11th
Private,9th
Private,HS-grad
Private,Masters
Federal-gov,Bachelors
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,HS-grad
Local-gov,HS-grad
Private,HS-grad
Local-gov,HS-grad
Self-emp-not-inc,Bachelors
Private,Bachelors
Private,Bachelors
Private,HS-grad
Private,11th
Local-gov,Doctorate
Private,10th
Private,Bachelors
Private,5th-6th
Private,Some-college
Private,Bachelors
Private,Prof-school
Self-emp-not-inc,Some-college
Private,HS-grad
Private,Bachelors
Private,Bachelors
Private,Bachelors
?,HS-grad
Private,Bachelors
Private,Assoc-voc
Private,Bachelors
Private,Some-college
Self-emp-inc,Some-college
Self-emp-not-inc,Masters
Private,Masters
Self-emp-not-inc,Some-college
Private,1st-4th
Private,Some-college
Private,Bachelors
Private,Bachelors
Private,HS-grad
Private,Assoc-voc
Private,Bachelors
Private,Some-college
Local-gov,HS-grad
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,11th
Local-gov,Some-college
Private,Some-college
Private,Some-college
State-gov,Bachelors
Private,7th-8th
Private,Some-college
Self-emp-not-inc,Assoc-acdm
Private,Assoc-acdm
Federal-gov,Some-college
Private,12th
Private,Some-college
Local-gov,Bachelors
Federal-gov,Bachelors
Private,Assoc-acdm
Private,11th
Private,HS-grad
Federal-gov,Assoc-acdm
Private,HS-grad
Private,HS-grad
Local-gov,Masters
Private,Assoc-acdm
Private,HS-grad
Private,Some-college
Private,HS-grad
Local-gov,Bachelors
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,Some-college
Local-gov,HS-grad
Private,HS-grad
Private,Assoc-acdm
Local-gov,Bachelors
Private,12th
Private,7th-8th
?,Some-college
Private,1st-4th
Private,Some-college
Federal-gov,HS-grad
Private,Bachelors
Private,HS-grad
Private,Some-college
Private,5th-6th
State-gov,Doctorate
Private,11th
Private,HS-grad
Private,12th
Private,Prof-school
Federal-gov,Some-college
Self-emp-not-inc,HS-grad
Private,HS-grad
Private,Some-college
Local-gov,7th-8th
?,Assoc-voc
Private,Bachelors
Private,HS-grad
Private,10th
Private,HS-grad
Federal-gov,HS-grad
Private,Some-college
Self-emp-not-inc,Some-college
Private,Some-college
Private,Some-college
Private,Some-college
?,Some-college
Private,Bachelors
Private,Some-college
Private,Masters
Private,Some-college
Private,Bachelors
Private,7th-8th
Private,Assoc-voc
Private,7th-8th
Local-gov,Bachelors
Self-emp-inc,HS-grad
Private,HS-grad
Private,Some-college
Private,Some-college
Private,HS-grad
Self-emp-not-inc,Some-college
Federal-gov,Some-college
?,Prof-school
Private,Assoc-acdm
Private,HS-grad
Self-emp-not-inc,7th-8th
?,HS-grad
Private,Some-college
Private,7th-8th
Private,Some-college
Private,Some-college
Self-emp-inc,10th
?,Some-college
Private,Some-college
Private,10th
Private,Assoc-acdm
Private,Some-college
Private,HS-grad
?,Bachelors
Private,Some-college
Private,HS-grad
Private,Masters
Self-emp-inc,Bachelors
Private,Assoc-acdm
Local-gov,Some-college
Private,HS-grad
Local-gov,Some-college
Private,Assoc-acdm
Private,12th
Private,HS-grad
Private,HS-grad
Private,Assoc-voc
Private,Some-college
Private,HS-grad
Local-gov,HS-grad
State-gov,Some-college
?,Some-college
Private,Bachelors
State-gov,5th-6th
?,10th
Private,Some-college
Self-emp-not-inc,Bachelors
Local-gov,Some-college
Private,HS-grad
Local-gov,Some-college
Private,Some-college
Self-emp-not-inc,HS-grad
Private,Some-college
Private,Prof-school
Private,Bachelors
Local-gov,Masters
Private,Doctorate
Private,Bachelors
Private,Bachelors
Private,HS-grad
Private,Bachelors
Private,10th
Private,Some-college
Self-emp-inc,Some-college
Private,Bachelors
Private,10th
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,Some-college
Local-gov,Assoc-acdm
Private,Masters
Private,HS-grad
Private,HS-grad
Private,HS-grad
Self-emp-inc,HS-grad
Private,Some-college
Private,Bachelors
Private,HS-grad
Federal-gov,Bachelors
Self-emp-inc,Some-college
State-gov,Bachelors
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,Some-college
Self-emp-not-inc,Some-college
Private,Some-college
Self-emp-not-inc,HS-grad
Self-emp-inc,Bachelors
Private,Some-college
Private,Masters
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,HS-grad
Self-emp-not-inc,HS-grad
Self-emp-not-inc,Bachelors
Private,Bachelors
Private,HS-grad
Private,9th
Private,Assoc-acdm
Private,HS-grad
Private,HS-grad
Private,Prof-school
Self-emp-not-inc,9th
?,HS-grad
?,HS-grad
Local-gov,Bachelors
Private,Bachelors
Private,9th
Private,HS-grad
Self-emp-not-inc,11th
Private,Assoc-voc
Local-gov,Bachelors
Private,Assoc-acdm
Self-emp-not-inc,Bachelors
Private,HS-grad
Private,11th
Self-emp-inc,Masters
Private,Assoc-voc
Private,HS-grad
Private,HS-grad
Private,Masters
Local-gov,Bachelors
Private,Assoc-voc
Private,Some-college
Private,7th-8th
Private,HS-grad
Private,Some-college
Private,11th
Private,Some-college
Private,Some-college
Private,Masters
Private,Some-college
Private,HS-grad
?,Some-college
Private,10th
?,Bachelors
Private,Some-college
Private,7th-8th
Private,Some-college
Private,Some-college
Local-gov,Bachelors
Federal-gov,Masters
Self-emp-inc,Bachelors
Private,HS-grad
Self-emp-not-inc,Prof-school
Private,11th
Private,9th
Private,Some-college
Private,11th
Private,Some-college
?,Some-college
Self-emp-not-inc,Bachelors
Self-emp-inc,Bachelors
Self-emp-inc,Masters
Private,HS-grad
Private,Bachelors
Private,HS-grad
Private,Masters
Private,Assoc-voc
Private,Bachelors
Private,Some-college
Private,HS-grad
Private,Bachelors
Private,Bachelors
Private,HS-grad
Private,10th
Private,11th
Private,Assoc-voc
State-gov,Bachelors
Private,12th
Private,9th
Private,Assoc-voc
State-gov,HS-grad
Private,Some-college
Private,Some-college
Private,Some-college
Private,Bachelors
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,HS-grad
Self-emp-inc,HS-grad
Local-gov,Assoc-acdm
Self-emp-not-inc,HS-grad
Private,5th-6th
State-gov,Some-college
Private,Assoc-acdm
Private,Some-college
Private,HS-grad
Federal-gov,Some-college
Private,HS-grad
Private,Some-college
Private,Assoc-voc
Private,HS-grad
Private,Bachelors
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,Some-college
Local-gov,Masters
Local-gov,Some-college
Private,HS-grad
Private,11th
Self-emp-not-inc,Some-college
Private,Masters
Private,Bachelors
Local-gov,Masters
Private,7th-8th
Private,HS-grad
Private,Bachelors
?,Bachelors
Private,HS-grad
Private,11th
Self-emp-not-inc,Assoc-voc
Private,9th
Private,HS-grad
Private,Some-college
Private,HS-grad
?,Some-college
Federal-gov,Masters
Private,Some-college
Private,Bachelors
Private,11th
Private,9th
Private,Assoc-acdm
Self-emp-not-inc,Assoc-acdm
Private,HS-grad
Private,HS-grad
Private,Bachelors
State-gov,Bachelors
Private,Some-college
Private,Some-college
Private,Preschool
Private,Bachelors
Federal-gov,Prof-school
Private,Masters
Federal-gov,HS-grad
Private,Bachelors
Private,Assoc-voc
Private,Some-college
Private,Bachelors
Private,Bachelors
Private,7th-8th
Private,Some-college
Local-gov,Masters
Private,HS-grad
Private,Some-college
Private,Bachelors
Private,Bachelors
Self-emp-not-inc,Bachelors
Private,Preschool
Private,Some-college
Self-emp-inc,Bachelors
Private,HS-grad
Private,Bachelors
Self-emp-not-inc,Bachelors
?,Some-college
Private,Some-college
Self-emp-not-inc,HS-grad
Federal-gov,Masters
Federal-gov,Bachelors
Self-emp-inc,Bachelors
Private,HS-grad
Self-emp-inc,Bachelors
Self-emp-inc,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Some-college
Private,Assoc-voc
Self-emp-inc,11th
Private,Some-college
?,10th
Private,HS-grad
Private,11th
?,HS-grad
Self-emp-inc,Prof-school
Self-emp-not-inc,Some-college
Local-gov,Some-college
Private,Some-college
Private,Assoc-voc
Self-emp-not-inc,7th-8th
Private,11th
Private,HS-grad
?,Some-college
Private,Bachelors
Local-gov,Some-college
Private,HS-grad
State-gov,Some-college
Private,HS-grad
?,HS-grad
Private,Masters
Local-gov,Doctorate
Private,HS-grad
Federal-gov,HS-grad
Self-emp-not-inc,HS-grad
Federal-gov,Bachelors
Self-emp-not-inc,HS-grad
Private,HS-grad
?,11th
Private,HS-grad
Federal-gov,Bachelors
Private,Assoc-acdm
Self-emp-not-inc,Bachelors
Private,Assoc-voc
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,HS-grad
State-gov,HS-grad
Private,HS-grad
Private,HS-grad
Private,Bachelors
Self-emp-inc,Masters
Self-emp-not-inc,HS-grad
?,Bachelors
Private,HS-grad
?,7th-8th
Private,Masters
Private,Some-college
Self-emp-inc,HS-grad
Private,HS-grad
Private,11th
Private,10th
Private,Bachelors
Private,Bachelors
Private,Assoc-voc
?,Some-college
State-gov,Some-college
Self-emp-inc,Doctorate
Private,Masters
Self-emp-inc,Bachelors
Self-emp-not-inc,7th-8th
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,Doctorate
Self-emp-not-inc,HS-grad
Self-emp-not-inc,11th
Private,Bachelors
Private,Assoc-acdm
Private,12th
Private,HS-grad
Private,HS-grad
Private,HS-grad
Private,Bachelors
?,HS-grad
Private,Some-college
Private,Some-college
Private,Some-college
?,Bachelors
Private,Some-college
Private,Bachelors
Private,Some-college
?,HS-grad
Federal-gov,Bachelors
Private,HS-grad
Self-emp-not-inc,HS-grad
Private,HS-grad
Federal-gov,Some-college
Private,HS-grad
Private,12th
Private,Some-college
Local-gov,Bachelors
Private,HS-grad
Private,HS-grad
Private,HS-grad
Self-emp-not-inc,Bachelors
Local-gov,Bachelors
Private,HS-grad
Private,Some-college
Private,Assoc-acdm
